Grid,Year,Rx1day,Rx5day,R5mm,R10mm,R20mm,R50mm,CDD,CWD,R95p,R99p,SDII
88,2007,72.8484498309772,232.340312566038,66,45,24,9,28,13,199.230394317332,0,16.5501237281569
88,2008,99.9832679190886,207.348884953927,62,39,22,6,34,8,190.275426804992,0,15.4276910942988
88,2009,112.988893682075,254.225011378067,65,52,30,12,41,10,847.018280715882,223.364691230421,21.711007038619
88,2010,69.3330606359308,234.177005100276,86,59,31,7,47,12,138.300215228652,0,14.8504960727144
88,2011,110.855156610577,365.0929474157,102,74,50,15,28,13,919.32502905305,110.855156610577,23.2325929242559
88,2012,207.535296301166,430.123671755053,63,45,29,12,31,10,500.73508454143,207.535296301166,19.5033930299538
88,2013,92.0259976826054,243.555641238871,72,53,29,7,29,8,230.159889285261,0,17.8636510603681
88,2014,118.892625822053,402.647775411066,83,60,39,18,37,13,900.891517294032,118.892625822053,23.0743105902324
88,2015,81.7471702996803,221.143033884485,76,56,32,9,47,13,293.637972577172,0,19.2667021764549
88,2016,77.0457510576513,249.351672763517,58,26,16,5,43,6,218.03990701244,0,14.4073879796471
88,2017,77.6485844503879,207.703999454582,77,55,20,5,30,16,150.091629269798,0,14.779674135697
88,2018,58.8896304822496,167.275115342427,72,44,22,1,32,12,0,0,11.8322568447012
88,2019,117.12469510284,361.915722890587,59,43,29,7,57,11,533.794794168199,117.12469510284,19.2402205579444
88,2020,113.40853788066,223.564601203527,78,46,20,8,34,8,274.87185747764,113.40853788066,14.1662766992896
88,2021,68.2513785035519,211.578923968057,90,61,31,9,29,9,132.774997660212,0,15.763116830338
88,2022,71.0676661033119,191.435976326447,78,57,28,8,55,7,71.0676661033119,0,16.3958461655153
88,2023,113.668232738419,189.480560208964,82,60,32,4,21,7,312.835088333081,113.668232738419,17.5460137579481
88,2024,91.4817445758526,348.369177732828,70,46,23,9,29,12,551.513593207906,0,15.9789970317491
89,1981,70.0869126027782,131.941402598295,56,31,12,2,48,7,206.255917409388,0,13.1155674213685
89,1982,95.1399512929371,160.504492369239,58,40,15,2,51,7,192.757670950961,95.1399512929371,13.6252124982101
89,1983,67.3564048685713,241.388091627856,43,24,10,4,67,4,375.587693713063,0,15.8653729222653
89,1984,107.799527005564,204.739039482357,76,62,32,5,42,6,513.478567767015,267.097974398974,19.0214675673616
89,1985,97.8836788455075,164.766907817607,54,34,15,2,41,9,210.255439364029,97.8836788455075,14.2764007322694
89,1986,66.7882681877321,100.985986346392,54,34,11,1,59,13,108.964263467019,0,12.6317748658043
89,1987,45.513432551943,128.104684231759,59,36,12,0,94,10,128.781477933604,0,12.8509809976485
89,1988,65.9466022118052,151.865205399909,48,26,10,1,62,6,112.16023185605,0,12.0228215362395
89,1989,58.8508452488193,101.266184445636,59,37,9,1,41,8,98.2175986266788,0,10.9740862870722
89,1990,89.305194627082,114.609857888631,56,38,14,2,48,9,241.945052987301,162.166056317872,14.0934498475553
89,1991,101.029028055727,153.502094457655,50,26,9,2,50,6,240.129735294398,101.029028055727,12.5618824396257
89,1992,102.756796265775,211.061820940108,56,35,14,2,36,8,217.764984003665,176.154506682247,14.4899682250629
89,1993,190.211594932516,336.22586753083,66,39,25,5,42,5,446.67245860882,285.317392398774,16.4110032257475
89,1994,72.3501412998261,108.503595390738,67,36,13,1,88,8,157.833625261888,72.3501412998261,13.0337775255876
89,1995,77.423449048295,112.088274186653,59,36,14,3,50,9,255.789408383211,152.70094401734,15.2357197421001
89,1996,65.7708206954095,146.465851918008,56,38,17,3,108,8,333.059825150672,0,17.5656817470447
89,1997,63.4441421286966,178.838279150867,64,48,22,3,59,11,182.669662263738,0,16.1623692830628
89,1998,71.7024017508935,195.510022410499,65,39,16,1,56,9,121.225450435414,71.7024017508935,13.0716249540132
89,1999,56.9421811248659,109.889225867292,76,51,17,2,89,20,243.276329712649,0,14.545690496627
89,2000,149.144791843638,216.800774413122,68,44,15,1,89,8,318.720267137861,149.144791843638,14.7202548651189
89,2001,85.6020784583033,115.826511321726,80,46,15,2,50,10,197.135169282721,85.6020784583033,13.2605070955402
89,2002,61.1543433846212,139.781361716428,80,48,23,2,105,17,198.980350934435,0,13.8867938741201
89,2003,76.0261720905512,108.559027130315,62,35,14,1,67,10,251.757895940504,76.0261720905512,12.6549326510717
89,2004,77.2139301768251,139.63487308793,86,52,25,1,45,14,155.655740641242,77.2139301768251,13.5701920593625
89,2005,83.0658505209374,269.132572805356,70,53,27,4,45,14,350.872509198705,154.629968975304,15.7225799735628
89,2006,49.2780035231285,142.575240443102,78,54,26,0,51,17,49.2780035231285,0,14.2408047054547
89,2007,76.1672823458499,161.98887436312,67,50,24,1,54,12,256.08439227612,76.1672823458499,14.3781169206526
